"set_label","RDKit_ID","CID","PreferredName","IUPACName","PrimarySynonym","Synonyms","SMILES","source"
"Inactive","RDKit_inactive_21",11643509,"methyl (1S,2R,3S,4R,5R,6S,8R,11R,12R,15S,16S,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(1-acetyloxyethyl)-11-hydroxy-2,5,15-trimethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate","methyl (1S,2R,3S,4R,5R,6S,8R,11R,12R,15S,16S,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(1-acetyloxyethyl)-11-hydroxy-2,5,15-trimethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate","Correolide","Correolide; methyl (1S,2R,3S,4R,5R,6S,8R,11R,12R,15S,16S,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(1-acetyloxyethyl)-11-hydroxy-2,5,15-trimethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo(13.9.0.02,12.05,11.06,8.016,22)tetracos-17-ene-6-carboxylate; methyl (1S,2R,3S,4R,5R,6S,8R,11R,12R,15S,16S,22R,23R,24S)-3,4,23,24-tetraacetyloxy-22-(1-acetyloxyethyl)-11-hydroxy-2,5,15-trimethyl-9-methylidene-19-oxo-7,20-dioxahexacyclo[13.9.0.02,12.05,11.06,8.016,22]tetracos-17-ene-6-carboxylate; RefChem:128067; (3S,4S,5S)-5-(hydroxymethyl)tetrahydrofuran-2,3,4-triol; C13849; GTPL2555; CHEBI:34654; Q27076888","CC([C@]12COC(=O)C=C[C@H]1[C@@]3(CC[C@@H]4[C@@]([C@H]3[C@@H]([C@@H]2OC(=O)C)OC(=O)C)([C@@H]([C@@H]([C@@]5([C@]4(CC(=C)[C@@H]6[C@]5(O6)C(=O)OC)O)C)OC(=O)C)OC(=O)C)C)C)OC(=O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_37",46902081,"propan-2-yl 5-[[(2R)-1-[4-[(1S)-1-hydroxyhexyl]phenyl]-5-oxopyrrolidin-2-yl]methoxymethyl]thiophene-2-carboxylate","propan-2-yl 5-[[(2R)-1-[4-[(1S)-1-hydroxyhexyl]phenyl]-5-oxopyrrolidin-2-yl]methoxymethyl]thiophene-2-carboxylate","SIMENEPAG ISOPROPYL","SIMENEPAG ISOPROPYL; Simenepag isopropyl [USAN]; 910562-13-9; AGN-210669; UNII-8908HU0G4K; 8908HU0G4K; AGN 210669; Simenepag isopropyl (USAN); SIMENEPAG ISOPROPYL [WHO-DD]; 2-Thiophenecarboxylic acid, 5-((((2R)-1-(4-((1S)-1-hydroxyhexyl)phenyl)-5-oxo-2-pyrrolidinyl)methoxy)methyl)-, 1-methylethyl ester","CCCCC[C@@H](C1=CC=C(C=C1)N2[C@H](CCC2=O)COCC3=CC=C(S3)C(=O)OC(C)C)O","Non_anthelmintic"
"Active","RDKit_active_137",6443029,"(10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","(10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","Milbemycin beta2","Milbemycin beta2; (10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one; (10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro(2,20-dioxatricyclo(17.3.1.04,9)tricosa-5,10,12,16-tetraene-21,2'-oxane)-3-one; RefChem:158878; 56198-38-0; CHEBI:231044; Milbemycin B, 25-ethyl-, (25R)-","CCC1C(CCC2(O1)CC3CC(O2)C/C=C(\CC(/C=C/C=C(\C4(CC(C(=CC4C(=O)O3)C)OC)O)/CO)C)/C)C","Known_anthelmintic"
"Active","RDKit_active_141",9832912,"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","Moxidectin","Moxidectin; 113507-06-5; ProHeart 6; Moxidectina; Moxidectine; Moxidectinum; Cydectin; NGU5H31YO9; CL 301,423; NSC-760424","CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C","Known_anthelmintic"
"Active","RDKit_active_142",9571036,"(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one; 5-hydroxymilbemycin beta7; SCHEMBL12554967; AKOS015895074","C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H](C(O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C","Known_anthelmintic"
"Active","RDKit_active_139",6436638,"(1R,4S,5'S,6R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,5'S,6R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","","","C[C@H]1CC[C@]2(C[C@@H]3CC(O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)OC1C","Known_anthelmintic"
"Active","RDKit_active_144",6440579,"(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","Milbemycin D","Milbemycin D; Antibiotic B 41D; 77855-81-3; B 41D; 04S0E2XJQI; CHEBI:141371; Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-25-(1-methylethyl)-, (6R,25R)-; (1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one; (1R,4S,5'S,6R,6'R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro(3,7,19-trioxatetracyclo(15.6.1.14,8.020,24)pentacosa-10,14,16,22-tetraene-6,2'-oxane)-2-one; RefChem:158881","C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)O[C@@H]1C(C)C","Known_anthelmintic"
"Active","RDKit_active_132",3000469,"(1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","(1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","Arteether","Arteether; Artemotil; 75887-54-6; Beta-Arteether; artemotilo; Artemotilum; NSC-665971; beta-Dihydroartemisinin ethyl ether; XGL7GFB9YI; (1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","CCO[C@@H]1[C@@H]([C@@H]2CC[C@H]([C@H]3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C","Known_anthelmintic"
"Active","RDKit_active_128",68827,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one","(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one","artemisinin","artemisinin; Qinghaosu; 63968-64-9; Huanghuahaosu; (+)-Artemisinin; Artemisinine; Artemisininum; Artemisinina; GNF-Pf-5341; 9RMU91N5K2","C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C","Known_anthelmintic"
"Active","RDKit_active_136",6450300,"(1S,4R,5'S,6'R,7S,9S,10Z,12E,14R,16E,19S,21R)-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,6',14,16-pentamethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","(1S,4R,5'S,6'R,7S,9S,10Z,12E,14R,16E,19S,21R)-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,6',14,16-pentamethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","","","C[C@H]1CC[C@]2(C[C@@H]3C[C@@H](O2)C/C=C(/C[C@H](/C=C/C=C(\[C@@]4(C[C@@H](C(=C[C@H]4C(=O)O3)C)OC)O)/CO)C)\C)O[C@@H]1C","Known_anthelmintic"
"Active","RDKit_active_108",25154194,"(1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one","(1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one","Derquantel","Derquantel; 187865-22-1; Dercuantel; 0L0UGK6OOX; PF-00520904; derquantelum; RefChem:585771; (1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one; Derquantel [USAN]; 2-Deoxoparaherquamide","CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@]5(CNc6c5ccc5c6OC=CC(C)(C)O5)C[C@@]41CN2CC[C@@]3(C)O","Known_anthelmintic"
"Active","RDKit_active_19",637566,"(2E)-3,7-dimethylocta-2,6-dien-1-ol","(2E)-3,7-dimethylocta-2,6-dien-1-ol","GERANIOL","GERANIOL; 106-24-1; Geranyl alcohol; Lemonol; trans-Geraniol; (E)-3,7-Dimethylocta-2,6-dien-1-ol; (E)-Geraniol; (2E)-3,7-dimethylocta-2,6-dien-1-ol; (E)-Nerol; Geraniol alcohol","CC(=CCC/C(=C/CO)/C)C","Known_anthelmintic"
"Active","RDKit_active_129",6433449,"(2E)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)prop-2-enylidene]-1,3-benzothiazole;tris(2,4,5-trichlorophenol)","(2E)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)prop-2-enylidene]-1,3-benzothiazole;tris(2,4,5-trichlorophenol)","","","CCN\1C2=CC=CC=C2S/C1=C/C=C/C3=[N+](C4=CC=CC=C4S3)CC.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O","Known_anthelmintic"
"Active","RDKit_active_126",3068143,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride","(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride","EMETINE DIHYDROCHLORIDE","EMETINE DIHYDROCHLORIDE; Emetine.2HCl; Emetine dihydrochloride hydrate; Emetine (dihydrochloride); Emetine hydrochloride [USP]; Amebicide; DTXSID7020558; ML081; MFCD00149309; (2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride","CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl","Known_anthelmintic"
"Active","RDKit_active_6",3033985,"(3S)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one","(3S)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one","Meclonazepam","Meclonazepam; 58662-84-3; Meclonazepamum; RN43209SMA; Ro 11-3128; DTXSID10207366; Ro 11-3128/002; (+)-(S)-5-(o-Chlorophenyl)-1,3-dihydro-3-methyl-7-nitro-2H-1,4-benzodiazepin-2-one; 3-Methylclonazepam; 2H-1,4-Benzodiazepin-2-one, 5-(2-chlorophenyl)-1,3-dihydro-3-methyl-7-nitro-, (S)-","C[C@H]1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl","Known_anthelmintic"
"Active","RDKit_active_93",161362,"(3S)-6,8-dihydroxy-3-[2-(4-methoxyphenyl)ethyl]-3,4-dihydroisochromen-1-one","(3S)-6,8-dihydroxy-3-[2-(4-methoxyphenyl)ethyl]-3,4-dihydroisochromen-1-one","Agrimonolide","Agrimonolide; 21499-24-1; 3,4-Dihydro-6,8-dihydroxy-3-(2-(4-methoxyphenyl)ethyl)-1H-2-benzopyran-1-one; RefChem:110208; (3S)-6,8-dihydroxy-3-[2-(4-methoxyphenyl)ethyl]-3,4-dihydroisochromen-1-one; MEGxp0_000428; orb1683209; Isocoumarin, 3,4-dihydro-6,8-dihydroxy-3-(p-methoxyphenethyl)-, (S)-; SCHEMBL28057641; SCHEMBL30330184","COC1=CC=C(C=C1)CC[C@H]2CC3=C(C(=CC(=C3)O)O)C(=O)O2","Known_anthelmintic"
"Active","RDKit_active_138",6441241,"(4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","13,29-Dihydroxymilbemycin A4","13,29-Dihydroxymilbemycin A4; 134053-89-7; RefChem:78399; (4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one; Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-25-ethyl-13,30-duhydroxy-, (6R,13R,25R)-","CC[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4(C(C=C([C@H]5O)C)C(=O)O3)O)C)O)\CO)C","Known_anthelmintic"
"Active","RDKit_active_133",20054835,"(4S,5R,8S,9R,10S,12R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","(4S,5R,8S,9R,10S,12R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","SCHEMBL29487245","SCHEMBL29487245; (5aS,6R,8aS,9R,10S,12R,12aR)-10-methoxy-3,6,9-trimethyldecahydro-3,12-epoxy[1,2]dioxepino[4,3-i]isochromene","C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3C24[C@H]1CCC(O3)(OO4)C)OC)C","Known_anthelmintic"
"Active","RDKit_active_3",6438383,"(E)-2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine","(E)-2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine","2-(3,4-dimethoxyphenyl)-3-fluoroallylamine","2-(3,4-dimethoxyphenyl)-3-fluoroallylamine; 85278-66-6; 2-Dlpfa; MDL-72145; RefChem:84162; CHEMBL445285; Mdl 72145; 2-(3,4-dimethoxyphenyl)-3-fluoroprop-2-en-1-amine; SCHEMBL4911583; CHEBI:230175","COC1=C(C=C(C=C1)/C(=C\F)/CN)OC","Known_anthelmintic"
"Active","RDKit_active_117",122173820,"(E)-4,4-difluoro-N-[2-[(2-methoxy-4-pyridinyl)amino]ethyl]pent-2-enamide","(E)-4,4-difluoro-N-[2-[(2-methoxy-4-pyridinyl)amino]ethyl]pent-2-enamide","Atelocantel","Atelocantel; Atelocantel [USAN]; 1370540-16-1; BW30617FPS; AH353623; UNII-BW30617FPS; ATELOCANTEL [INN]; AH-353623; 2-Pentenamide, 4,4-difluoro-N-(2-((2-methoxy-4-pyridinyl)amino)ethyl)-, (2E)-; Atelocantel (USAN)","COc1cc(NCCNC(=O)/C=C/C(C)(F)F)ccn1","Known_anthelmintic"
"Active","RDKit_active_20",122841,"1-(2,6-dihydroxy-4-methoxy-3-methylphenyl)butan-1-one","1-(2,6-dihydroxy-4-methoxy-3-methylphenyl)butan-1-one","Aspidinol","Aspidinol; Aspidinol B; 519-40-4; aspidinol-B; UNII-6BW75I6CNC; 2',6'-Dihydroxy-4'-methoxy-3'-methylbutyrophenone; 6BW75I6CNC; ASPIDINOL [MI]; 1-(2,6-Dihydroxy-4-methoxy-3-methylphenyl)-1-butanone; Butyrophenone, 2',6'-dihydroxy-4'-methoxy-3'-methyl-","CCCC(=O)C1=C(C(=C(C=C1O)OC)C)O","Known_anthelmintic"
"Active","RDKit_active_4",137321714,"1-(4-chlorophenyl)-3-pentanimidoylurea","1-(4-chlorophenyl)-3-pentanimidoylurea","Carbantel Lauryl","Carbantel Lauryl; SCHEMBL29484457; Q27272825","CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1","Known_anthelmintic"
"Active","RDKit_active_5",135565401,"1-(4-chlorophenyl)-3-pentanimidoylurea;dodecyl hydrogen sulfate","1-(4-chlorophenyl)-3-pentanimidoylurea;dodecyl hydrogen sulfate","Carbantel lauryl sulfate","Carbantel lauryl sulfate; 0DMO75HN8B; Carbantel laurylsulfate; Carbantel lauryl sulfate [USAN]; Win 29194-6; Carbantel lauryl sulphate; UNII-0DMO75HN8B; 54644-15-4; DTXSID40203078; WIN-29194-6","CCCCC(=N)NC(=O)Nc1ccc(Cl)cc1.CCCCCCCCCCCCOS(=O)(=O)O","Known_anthelmintic"
"Active","RDKit_active_120",3634,"1-[2-(diethylamino)ethylamino]-4-(hydroxymethyl)thioxanthen-9-one","1-[2-(diethylamino)ethylamino]-4-(hydroxymethyl)thioxanthen-9-one","hycanthone","hycanthone; 3105-97-3; Hycanthon; Hicantona; Lucanthone metabolite; 1-((2-(Diethylamino)ethyl)amino)-4-(hydroxymethyl)-9H-thioxanthen-9-one; Hycanthonum; WIN 24933; NSC-134434; WIN 24,933","CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O","Known_anthelmintic"
"Active","RDKit_active_114",192783,"1-[2-(diethylamino)ethylamino]-4-methyl-9H-xanthen-9-ol","1-[2-(diethylamino)ethylamino]-4-methyl-9H-xanthen-9-ol","3569-85-5","3569-85-5; Miracil C; 9H-Xanthen-9-ol, 1-((2-(diethylamino)ethyl)amino)-4-methyl-; DTXSID20957082; 1-{[2-(diethylamino)ethyl]amino}-4-methyl-9H-xanthen-9-ol","CCN(CC)CCNC1=C2C(C3=CC=CC=C3OC2=C(C=C1)C)O","Known_anthelmintic"
"Active","RDKit_active_119",5351142,"1-[2-(diethylamino)ethylamino]-4-methylthioxanthen-9-one chloride","1-[2-(diethylamino)ethylamino]-4-methylthioxanthen-9-one chloride","","","CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O.[Cl-]","Known_anthelmintic"
"Active","RDKit_active_121",21793,"1-[2-[ethyl-(2-hydroxy-2-methylpropyl)amino]ethylamino]-4-methylthioxanthen-9-one","1-[2-[ethyl-(2-hydroxy-2-methylpropyl)amino]ethylamino]-4-methylthioxanthen-9-one","Becanthone","Becanthone; BECANTONE; Becantone [INN]; 15351-04-9; UNII-A6P8OYN3G5; A6P8OYN3G5; BECANTHONE [MI]; 1-((2-(ETHYL(2-HYDROXY-2-METHYLPROPYL)AMINO)ETHYL)AMINO)-4-METHYLTHIOXANTHEN-9-ONE; 9H-THIOXANTHEN-9-ONE, 1-((2-(ETHYL(2-HYDROXY-2-METHOXYPROPYL)AMINO)ETHYL)AMINO)-4-METHYL-; RefChem:116855","CCN(CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O)CC(C)(C)O","Known_anthelmintic"
"Active","RDKit_active_17",160529,"1-[3-[[2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl]methyl]-2,4-dihydroxy-6-methoxy-5-methylphenyl]-2-methylpropan-1-one","1-[3-[[2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl]methyl]-2,4-dihydroxy-6-methoxy-5-methylphenyl]-2-methylpropan-1-one","alpha-Kosin","alpha-Kosin; 568-50-3; 1-[3-[[2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl]methyl]-2,4-dihydroxy-6-methoxy-5-methylphenyl]-2-methylpropan-1-one; DTXSID70205348; 1-(3-((2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl)methyl)-2,4-dihydroxy-6-methoxy-5-methyl-phenyl)-2-methyl-propan-1-one; 1-(3-((2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl)methyl)-2,4-dihydroxy-6-methoxy-5-methylphenyl)-2-methylpropan-1-one; 1-[3-[[2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl]methyl]-2,4-dihydroxy-6-methoxy-5-methyl-phenyl]-2-methyl-propan-1-one; RefChem:111273; DTXCID70127839; C10704","CC1=C(C(=C(C(=C1OC)C(=O)C(C)C)O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)C(C)C)O)O","Known_anthelmintic"
"Active","RDKit_active_10",3084366,"1-benzylsulfanyl-1-[2-(C-benzylsulfanyl-N-diethoxyphosphorylcarbonimidoyl)sulfanylethylsulfanyl]-N-diethoxyphosphorylmethanimine","1-benzylsulfanyl-1-[2-(C-benzylsulfanyl-N-diethoxyphosphorylcarbonimidoyl)sulfanylethylsulfanyl]-N-diethoxyphosphorylmethanimine","SCHEMBL635820","SCHEMBL635820; DTXSID70865027; NS00120904; Q27280448; Dibenzyl ethane-1,2-diyl bis[(diethoxyphosphoryl)carbonodithioimidate]","CCOP(=O)(/N=C(\SCCS/C(=N/P(=O)(OCC)OCC)SCc1ccccc1)SCc1ccccc1)OCC","Known_anthelmintic"
"Active","RDKit_active_26",11316,"1-bromonaphthalen-2-ol","1-bromonaphthalen-2-ol","1-Bromo-2-naphthol","1-Bromo-2-naphthol; 573-97-7; 2-Naphthalenol, 1-bromo-; 1-Bromo-2-naphthalenol; Wormin; Disthemin; 1-Brom-2-naphthol; 1-Bromo-2-hydroxynaphthalene; 2-NAPHTHOL, 1-BROMO-; 1-Brom-2-naphthol [German]","C1=CC=C2C(=C1)C=CC(=C2Br)O","Known_anthelmintic"
"Active","RDKit_active_111",6038284,"1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium","1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium","Stilbazium","Stilbazium; Stilbazium ion; Stilbazium cation; BZH4E8NH3O; UNII-BZH4E8NH3O; 6253-07-2; Pyridinium, 1-ethyl-2,6-bis(2-(4-(1-pyrrolidinyl)phenyl)ethenyl)-; DTXSID00211573; RefChem:185774; DTXCID30134064","CC[n+]1c(/C=C/c2ccc(N3CCCC3)cc2)cccc1/C=C/c1ccc(N2CCCC2)cc1","Known_anthelmintic"
